interface,name,entity_type,arguments,idl_type,syntactic_form,use_counter,secure_context,high_entropy,source_file,source_line
OscillatorNode,type,attribute,,OscillatorType,,,,,third_party/blink/renderer/modules/webaudio/oscillator_node.idl,
OverconstrainedError,,interface,,,,,,,third_party/blink/renderer/modules/mediastream/overconstrained_error.idl,11
OverconstrainedError,constraint,attribute,,StringOrNull,,,,,third_party/blink/renderer/modules/mediastream/overconstrained_error.idl,
OverconstrainedError,message,attribute,,StringOrNull,,,,,third_party/blink/renderer/modules/mediastream/overconstrained_error.idl,
OverconstrainedError,name,attribute,,String,,,,,third_party/blink/renderer/modules/mediastream/overconstrained_error.idl,
OverscrollEvent,,interface,,,,,,,third_party/blink/renderer/core/events/overscroll_event.idl,10
OverscrollEvent,deltaX,attribute,,Double,,,,,third_party/blink/renderer/core/events/overscroll_event.idl,
OverscrollEvent,deltaY,attribute,,Double,,,,,third_party/blink/renderer/core/events/overscroll_event.idl,
OverscrollEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
PagePopupController,,interface,,,,,,,third_party/blink/renderer/core/page/page_popup_controller.idl,37
PagePopupController,closePopup,operation,(),Void,,,,,third_party/blink/renderer/core/page/page_popup_controller.idl,
PagePopupController,formatMonth,operation,"(Long,Long)",String,,,,,third_party/blink/renderer/core/page/page_popup_controller.idl,
PagePopupController,formatShortMonth,operation,"(Long,Long)",String,,,,,third_party/blink/renderer/core/page/page_popup_controller.idl,
PagePopupController,formatWeek,operation,"(Long,Long,String)",String,,,,,third_party/blink/renderer/core/page/page_popup_controller.idl,
PagePopupController,localizeNumberString,operation,(String),String,,,,,third_party/blink/renderer/core/page/page_popup_controller.idl,
PagePopupController,setValue,operation,(String),Void,,,,,third_party/blink/renderer/core/page/page_popup_controller.idl,
PagePopupController,setValueAndClosePopup,operation,"(Long,String)",Void,,,,,third_party/blink/renderer/core/page/page_popup_controller.idl,
PagePopupController,setWindowRect,operation,"(Long,Long,Long,Long)",Void,,,,,third_party/blink/renderer/core/page/page_popup_controller.idl,
PageTransitionEvent,,interface,,,,,,,third_party/blink/renderer/core/events/page_transition_event.idl,31
PageTransitionEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
PageTransitionEvent,persisted,attribute,,Boolean,,,,,third_party/blink/renderer/core/events/page_transition_event.idl,
PaintRenderingContext2D,,interface,,,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,9
PaintRenderingContext2D,arc,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,Boolean)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,arcTo,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,beginLayer,operation,(),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,beginPath,operation,(),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,bezierCurveTo,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,clearRect,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,clip,operation,(CanvasFillRule),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,clip,operation,"(Path2D,CanvasFillRule)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,closePath,operation,(),Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,createLinearGradient,operation,"(Double,Double,Double,Double)",CanvasGradient,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,createPattern,operation,"(CSSImageValueOrHTMLImageElementOrSVGImageElementOrHTMLVideoElementOrHTMLCanvasElementOrImageBitmapOrOffscreenCanvasOrVideoFrame,String)",CanvasPatternOrNull,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,createRadialGradient,operation,"(Double,Double,Double,Double,Double,Double)",CanvasGradient,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,drawImage,operation,"(CSSImageValueOrHTMLImageElementOrSVGImageElementOrHTMLVideoElementOrHTMLCanvasElementOrImageBitmapOrOffscreenCanvasOrVideoFrame,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,drawImage,operation,"(CSSImageValueOrHTMLImageElementOrSVGImageElementOrHTMLVideoElementOrHTMLCanvasElementOrImageBitmapOrOffscreenCanvasOrVideoFrame,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,drawImage,operation,"(CSSImageValueOrHTMLImageElementOrSVGImageElementOrHTMLVideoElementOrHTMLCanvasElementOrImageBitmapOrOffscreenCanvasOrVideoFrame,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,ellipse,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,Boolean)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,endLayer,operation,(),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,fill,operation,(CanvasFillRule),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,fill,operation,"(Path2D,CanvasFillRule)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,fillRect,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,fillStyle,attribute,,StringOrCanvasGradientOrCanvasPatternOrCSSColorValue,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,filter,attribute,,StringOrCanvasFilterOrNull,,Canvas2DFilter,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,getLineDash,operation,(),UnrestrictedDoubleSequence,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,getTransform,operation,(),DOMMatrix,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,globalAlpha,attribute,,UnrestrictedDouble,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,globalCompositeOperation,attribute,,String,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,imageSmoothingEnabled,attribute,,Boolean,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,imageSmoothingQuality,attribute,,ImageSmoothingQuality,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,isPointInPath,operation,"(UnrestrictedDouble,UnrestrictedDouble,CanvasFillRule)",Boolean,,V8PaintRenderingContext2D_IsPointInPath_Method,,(True),third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,isPointInPath,operation,"(Path2D,UnrestrictedDouble,UnrestrictedDouble,CanvasFillRule)",Boolean,,V8PaintRenderingContext2D_IsPointInPath_Method,,(True),third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,isPointInStroke,operation,"(UnrestrictedDouble,UnrestrictedDouble)",Boolean,,V8PaintRenderingContext2D_IsPointInStroke_Method,,(True),third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,isPointInStroke,operation,"(Path2D,UnrestrictedDouble,UnrestrictedDouble)",Boolean,,V8PaintRenderingContext2D_IsPointInStroke_Method,,(True),third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,lineCap,attribute,,String,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,lineDashOffset,attribute,,UnrestrictedDouble,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,lineJoin,attribute,,String,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,lineTo,operation,"(UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,lineWidth,attribute,,UnrestrictedDouble,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,miterLimit,attribute,,UnrestrictedDouble,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,moveTo,operation,"(UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,perspective,operation,(UnrestrictedDouble),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,quadraticCurveTo,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,rect,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,resetTransform,operation,(),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,restore,operation,(),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,rotate,operation,(UnrestrictedDouble),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,rotate3d,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,rotateAxis,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,roundRect,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDoubleOrDOMPointInitSequence)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaintRenderingContext2D,save,operation,(),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,scale,operation,"(UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,scale,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,setLineDash,operation,(UnrestrictedDoubleSequence),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,setTransform,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,setTransform,operation,(DOMMatrixInit),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,shadowBlur,attribute,,UnrestrictedDouble,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,shadowColor,attribute,,String,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,shadowOffsetX,attribute,,UnrestrictedDouble,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,shadowOffsetY,attribute,,UnrestrictedDouble,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,stroke,operation,(),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,stroke,operation,(Path2D),Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,strokeRect,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,strokeStyle,attribute,,StringOrCanvasGradientOrCanvasPatternOrCSSColorValue,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,transform,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,transform,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,translate,operation,"(UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintRenderingContext2D,translate,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/csspaint/paint_rendering_context_2d.idl,
PaintSize,,interface,,,,,,,third_party/blink/renderer/modules/csspaint/paint_size.idl,9
PaintSize,height,attribute,,Double,,,,,third_party/blink/renderer/modules/csspaint/paint_size.idl,
PaintSize,width,attribute,,Double,,,,,third_party/blink/renderer/modules/csspaint/paint_size.idl,
PaintWorkletGlobalScope,,interface,,,,,,,third_party/blink/renderer/modules/csspaint/paint_worklet_global_scope.idl,10
PaintWorkletGlobalScope,devicePixelRatio,attribute,,UnrestrictedDouble,,V8PaintWorkletGlobalScope_DevicePixelRatio_AttributeGetter,,Direct,third_party/blink/renderer/modules/csspaint/paint_worklet_global_scope.idl,
PaintWorkletGlobalScope,registerPaint,operation,"(String,NoArgumentConstructor)",Void,,V8PaintWorkletGlobalScope_RegisterPaint_Method,,,third_party/blink/renderer/modules/csspaint/paint_worklet_global_scope.idl,
PannerNode,,interface,,,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,40
PannerNode,coneInnerAngle,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,coneOuterAngle,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,coneOuterGain,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,distanceModel,attribute,,DistanceModelType,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,maxDistance,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,orientationX,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,orientationY,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,orientationZ,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,panningModel,attribute,,PanningModelType,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,positionX,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,positionY,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,positionZ,attribute,,AudioParam,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,refDistance,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,rolloffFactor,attribute,,Double,,,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,setOrientation,operation,"(Float,Float,Float)",Void,,PannerNodeSetOrientation,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PannerNode,setPosition,operation,"(Float,Float,Float)",Void,,PannerNodeSetPosition,,,third_party/blink/renderer/modules/webaudio/panner_node.idl,
PasswordCredential,,interface,,,,,True,,third_party/blink/renderer/modules/credentialmanager/password_credential.idl,9
PasswordCredential,iconURL,attribute,,USVString,,,,,third_party/blink/renderer/modules/credentialmanager/credential_user_data.idl,
PasswordCredential,name,attribute,,USVString,,,,,third_party/blink/renderer/modules/credentialmanager/credential_user_data.idl,
PasswordCredential,password,attribute,,String,,,,,third_party/blink/renderer/modules/credentialmanager/password_credential.idl,
Path2D,,interface,,,,,,,third_party/blink/renderer/modules/canvas/canvas2d/path_2d.idl,33
Path2D,addPath,operation,"(Path2D,DOMMatrix2DInit)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/path_2d.idl,
Path2D,arc,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,Boolean)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
Path2D,arcTo,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
Path2D,bezierCurveTo,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
Path2D,closePath,operation,(),Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
Path2D,ellipse,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,Boolean)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
Path2D,lineTo,operation,"(UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
Path2D,moveTo,operation,"(UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
Path2D,quadraticCurveTo,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
Path2D,rect,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
Path2D,roundRect,operation,"(UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDouble,UnrestrictedDoubleOrDOMPointInitSequence)",Void,,,,,third_party/blink/renderer/modules/canvas/canvas2d/canvas_path.idl,
PaymentAddress,,interface,,,,,True,,third_party/blink/renderer/modules/payments/payment_address.idl,11
PaymentAddress,addressLine,attribute,,StringArray,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,city,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,country,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,dependentLocality,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,organization,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,phone,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,postalCode,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,recipient,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,region,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,sortingCode,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentAddress,toJSON,operation,(),Object,,,,,third_party/blink/renderer/modules/payments/payment_address.idl,
PaymentInstruments,,interface,,,,,,,third_party/blink/renderer/modules/payments/payment_instruments.idl,10
PaymentInstruments,clear,operation,(),VoidPromise,,,,,third_party/blink/renderer/modules/payments/payment_instruments.idl,
PaymentInstruments,delete,operation,(String),BooleanPromise,,,,,third_party/blink/renderer/modules/payments/payment_instruments.idl,
PaymentInstruments,get,operation,(String),AnyPromise,,,,,third_party/blink/renderer/modules/payments/payment_instruments.idl,
PaymentInstruments,has,operation,(String),BooleanPromise,,,,,third_party/blink/renderer/modules/payments/payment_instruments.idl,
PaymentInstruments,keys,operation,(),StringSequencePromise,,,,,third_party/blink/renderer/modules/payments/payment_instruments.idl,
PaymentInstruments,set,operation,"(String,PaymentInstrument)",VoidPromise,,,,,third_party/blink/renderer/modules/payments/payment_instruments.idl,
PaymentManager,,interface,,,,,,,third_party/blink/renderer/modules/payments/payment_manager.idl,18
PaymentManager,enableDelegations,operation,(PaymentDelegationArray),VoidPromise,,,,,third_party/blink/renderer/modules/payments/payment_manager.idl,
PaymentManager,instruments,attribute,,PaymentInstruments,,,,,third_party/blink/renderer/modules/payments/payment_manager.idl,
PaymentManager,userHint,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_manager.idl,
PaymentMethodChangeEvent,,interface,,,,,True,,third_party/blink/renderer/modules/payments/payment_method_change_event.idl,11
PaymentMethodChangeEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
PaymentMethodChangeEvent,methodDetails,attribute,,ObjectOrNull,,,,,third_party/blink/renderer/modules/payments/payment_method_change_event.idl,
PaymentMethodChangeEvent,methodName,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_method_change_event.idl,
PaymentRequest,,interface,,,,,True,,third_party/blink/renderer/modules/payments/payment_request.idl,13
PaymentRequest,abort,operation,(),VoidPromise,,,,,third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,canMakePayment,operation,(),BooleanPromise,,V8PaymentRequest_CanMakePayment_Method,,(True),third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,hasEnrolledInstrument,operation,(),BooleanPromise,,V8PaymentRequest_HasEnrolledInstrument_Method,,(True),third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,id,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,onpaymentmethodchange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,onshippingaddresschange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,onshippingoptionchange,attribute,,EventHandlerNonNullOrNull,,,,,third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,shippingAddress,attribute,,PaymentAddressOrNull,,,,,third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,shippingOption,attribute,,StringOrNull,,,,,third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,shippingType,attribute,,PaymentShippingTypeOrNull,,,,,third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequest,show,operation,(PaymentDetailsUpdatePromise),PaymentResponsePromise,,,,,third_party/blink/renderer/modules/payments/payment_request.idl,
PaymentRequestEvent,,interface,,,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,10
PaymentRequestEvent,changePaymentMethod,operation,"(String,ObjectOrNull)",PaymentRequestDetailsUpdateOrNullPromise,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,changeShippingAddress,operation,(AddressInit),PaymentRequestDetailsUpdateOrNullPromise,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,changeShippingOption,operation,(String),PaymentRequestDetailsUpdatePromise,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,instrumentKey,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
PaymentRequestEvent,methodData,attribute,,PaymentMethodDataArray,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,modifiers,attribute,,PaymentDetailsModifierArray,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,openWindow,operation,(USVString),WindowClientOrNullPromise,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,paymentOptions,attribute,,ObjectOrNull,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,paymentRequestId,attribute,,String,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,paymentRequestOrigin,attribute,,USVString,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,respondWith,operation,(PaymentResponsePromise),Void,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,shippingOptions,attribute,,PaymentShippingOptionArrayOrNull,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,topOrigin,attribute,,USVString,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestEvent,total,attribute,,Object,,,,,third_party/blink/renderer/modules/payments/payment_request_event.idl,
PaymentRequestUpdateEvent,,interface,,,,,,,third_party/blink/renderer/modules/payments/payment_request_update_event.idl,10
PaymentRequestUpdateEvent,isTrusted,attribute,,Boolean,,,,,third_party/blink/renderer/core/dom/events/event.idl,
PaymentRequestUpdateEvent,updateWith,operation,(PaymentDetailsUpdatePromise),Void,,,,,third_party/blink/renderer/modules/payments/payment_request_update_event.idl,
PaymentResponse,,interface,,,,,True,,third_party/blink/renderer/modules/payments/payment_response.idl,20
PaymentResponse,complete,operation,(PaymentComplete),VoidPromise,,,,,third_party/blink/renderer/modules/payments/payment_response.idl,
PaymentResponse,details,attribute,,Object,,,,,third_party/blink/renderer/modules/payments/payment_response.idl,
